kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
9645;1100-1200;;CHN;China Radio Int.;CA;SEA;b;0;;
9645;1200-1300;;CHN;China Radio Int.;E;SEA;b;0;;
9645;1830-2030;;CHN;China Radio Int.;F;WAf;k;0;;
9645;0500-0530;;CVA;Radio Vaticana;A;ME;;2;;
9645;0710-0830;Su;CVA;Radio Vaticana;RO;EEu;;2;;
9645;0745-0805;Mo-Sa;CVA;Radio Vaticana;A;NAf;;2;;
9645;1050-1130;Su;CVA;Radio Vaticana;Ang;CEu;;4;;
9645;1100-1120;;CVA;Radio Vaticana;Ang;CEu;;6;0812;0812
9645;1840-1900;Su;CVA;Radio Vaticana;Ros;WEu;;5;;
9645;2040-2100;;CVA;Radio Vaticana;A;ME;;5;;
9645;1300-1400;;KOR;KBS World Radio;R;CAs;k;6;3010;2512
9645;0000-0030;;PHL;Radio Veritas Asia;KC;SEA;p;0;;
9650;0700-1800;;AFS;Radio Sonder Grense;AF;NMB;;0;;
9650;0400-0415;;CVA;Radio Vaticana;AH;EAf;/MDG;4;;
9650;0415-0430;;CVA;Radio Vaticana;TIG;EAf;/MDG;4;;
9650;0430-0500;;CVA;Radio Vaticana;F;CAf;/MDG;4;;
9650;0600-0001;;GUI;Radio Guinée;F;WAf;c;1;;[1216]
9650;2100-2300;24Dec;D;NDR Gruß an Bord;D;AUS;/AUT;6;0112;2412
9650;0730-1330;;KRE;Voice of Korea;J;J;u;1;;
9650;2130-0030;;KRE;Voice of Korea;J;J;u;1;;
9650;0200-0300;;TUR;Voice of Turkey;S;CAm;e;0;;
9650;1800-1830;;USA;Afia Darfur Radio;A;EAf;/G-w;0;;
9650;1530-1630;We;USA;Living Water Ministry;K;FE;/PHL-p;1;;
9655;1300-1400;;ALS;KNLS New Life Station;M;FE;ap;0;;
9655;1400-1800;;ALS;KNLS New Life Station;M;FE;ap;0;;
9655;2355-0100;;CHN;China National Radio 13;UI;CHN;L;4;;
9655;0100-0200;;CHN;China Radio Int.;M;SEA;n;0;;
9655;0200-0300;;CHN;China Radio Int.;BE;SAs;k;0;;
9655;1200-1300;;CHN;China Radio Int.;M;SAs;ka;0;;
9655;1300-1400;;CHN;China Radio Int.;E;SAs;ka;0;;
9655;1400-1500;;CHN;China Radio Int.;AM;SEA;k;0;;
9655;1900-2000;;CHN;China Radio Int.;TU;ME;k;0;;
9655;1430-1730;;IRN;IRIB Voice of I.R.Iran;A;ME;s;0;;
9655;0940-0950;Fr;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0716]
9660;0000-0300;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9660;1000-1600;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9660;0300-0330;;CVA;Radio Vaticana;E;EAf;;5;;
9660;0330-0345;Su;CVA;Radio Vaticana;SWA;EAf;;5;;
9660;0330-0400;Mo-Sa;CVA;Radio Vaticana;SWA;EAf;;5;;
9660;0345-0400;Su;CVA;Radio Vaticana;SO;EAf;;5;;
9660;0400-0415;;CVA;Radio Vaticana;AH;EAf;;5;;
9660;0415-0430;;CVA;Radio Vaticana;TIG;EAf;;5;;
9660;0430-0500;;CVA;Radio Vaticana;F;CAf;;5;;
9660;0500-0530;;CVA;Radio Vaticana;E;SAf;/MDG;4;;
9660;0530-0600;;CVA;Radio Vaticana;P;WAf;;5;;
9660;0530-0600;;CVA;Radio Vaticana;P;SAf;/MDG;4;;
9660;0600-0630;;CVA;Radio Vaticana;F;WAf;;4;;
9660;0630-0700;;CVA;Radio Vaticana;E;WAf;;4;;
9660;1730-1800;;CVA;Radio Vaticana;E;SAf;/MDG;0;;
9660;1800-1830;;CVA;Radio Vaticana;P;SAf;;4;;
9660;1900-1930;Sa;CVA;Radio Vaticana;S;WAf;;4;;
9660;1940-2000;;CVA;Radio Vaticana;Ros;WAf;;4;;
9660;2000-2030;;CVA;Radio Vaticana;E;WAf;;4;;
9660;2030-2115;;CVA;Radio Vaticana;F;WAf;;4;;
9660;0000-0300;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9660;1000-1400;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9660;1400-1500;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9660;1500-1600;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9665;0000-2400;;B;Rádio Voz Missionária;P;B;fp;1;;[1216]
9665;1000-1705;;CHN;China National Radio 5;M;CHN;B;5;;
9665;2055-2300;;CHN;China National Radio 5;M;CHN;B;1;;
9665;2300-2400;;CHN;China National Radio 5;M;CHN;B;1;;
9665;1300-1400;;CHN;China Radio Int.;R;CAs;x;0;;
9665;1400-1500;;CHN;China Radio Int.;SI;CLN;j;0;;
9665;1500-1530;;CHN;China Radio Int.;PS;AFG;ka;0;;
9665;1530-1600;;CHN;China Radio Int.;PS;AFG;ka;0;;
9665;1630-1730;;CHN;China Radio Int.;HA;NIG;k;0;;
9665;0430-0500;;F;Radio France Int.;SWA;EAf;;0;;
9665;2030-1830;;KRE;KCBS Pyongyang;K;KRE;p;1;;[1116]
9670;0000-0100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9670;0100-0300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9670;0530-0559;;F;Radio France Int.;SWA;EAf;;6;3010;1102
9670;1900-2100;;J;NHK Radio Japan;J;ME;y;0;;
9670;2330-2400;;PHL;Radio Veritas Asia;VN;SEA;p;0;;
9670;0100-0200;;USA;Radio Free Asia;TB;FE;/TJK;0;;
9670;0200-0300;;USA;Radio Free Asia;TB;FE;/TJK;0;;
9670;0000-0100;;USA;Voice of America;TB;FE;/THA-u;0;;
9675;0300-0900;;ARS;BSKSA;A;ME;;8;;
9675;0900-1500;;ARS;BSKSA;A;ME;;8;;
9675;1800-2100;;ARS;BSKSA Riad;TU;ME;;1;;
9675;0000-2400;;B;Rádio Cançao Nova;P;B;Cp;1;1512;[1216]
9675;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;
9675;0900-1000;;CHN;China National Radio 1;M;CHN;b;1;;
9675;2300-0600;;CHN;China National Radio 1;M;CHN;b;1;;
9675;0100-0200;;CHN;China Radio Int.;E;Eu;ka;0;;
9675;1430-1530;;CHN;China Radio Int.;LAO;SEA;k;0;;
9675;0600-0700;;F;Radio France Int.;E;CAf;;0;;
9675;0700-0802;;F;Radio France Int.;F;CAf;;6;2812;2812
9677;0810-1435;irr;AZE;Ictimai Radio;AZ;Cau;;1;;[1216]
9680;0900-1000;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1100-1200;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1300-1400;;ALS;KNLS New Life Station;M;FE;ap;0;;
9680;1500-1600;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1100-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9680;1500-1700;;J;NHK Radio Japan;J;SAs;y;0;;
9680;1100-1400;;TWN;Radio Taiwan Int.;M;FE;s;1;;
9680;0455-0801;Mo-Fr;ZMB;Voice of Hope Africa;E;SAf;m;1;;[0816]
9680;1200-1700;SaSu;ZMB;Voice of Hope Africa;E;SAf;m;1;;[0516]
9685;0000-0600;;CHN;China National Radio 5;M;CHN;B;1;;
9685;0600-0900;Th-Tu;CHN;China National Radio 5;M;CHN;B;1;;
9685;0900-1000;;CHN;China National Radio 5;M;CHN;B;1;;
9685;1200-1300;;CHN;China Radio Int.;R;EEu;u;0;;
9685;1300-1400;;CHN;China Radio Int.;VN;SEA;x;0;;
9685;1400-1500;;CHN;China Radio Int.;VN;SEA;a;0;;
9685;1730-1830;;CHN;China Radio Int.;HA;NIG;k;0;;
9685;2200-2300;;CHN;China Radio Int.;P;SAm;ka;0;;
9685;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9685;2300-2400;;TWN;Radio Taiwan Int.;M;FE;s;1;;
9690;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9690;1000-1100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9690;1600-1630;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;;
9690;1500-1900;SaSu;E;Radio Exterior España;S;NAm;n;0;;
9690;1900-2300;;E;Radio Exterior España;S;NAm;n;0;;
9690;1300-1400;Su;F;Radio France Int.;VN;SEA;/TWN-p;1;;
9690;1330-1500;;IND;All India Radio GOS;E;SEA;b;1;;
9690;2245-0045;;IND;All India Radio GOS;E;SEA;b;1;;
9690;0200-0300;;KOR;KBS World Radio;E;SEA;k;1;;
9690;2100-2200;;USA;Adventist World Radio;K;FE;/GUM-a;0;;
9690;1000-1100;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
9690;1100-1200;;XUU;E Bible Fellowship;VN;SEA;/TWN;1;;
9695;0930-2200;;B;Rádio Rio Mar;P;SAm;mr;1;;[1015]
9695;1730-1830;;CHN;China Radio Int.;M;ME;k;0;;
9695;1830-1900;;CHN;China Radio Int.;BU;Eu;k;0;;
9695;2300-2400;;CHN;China Radio Int.;J;FE;j;0;;
9695;1330-1400;;CVA;Radio Vaticana;R;Sib;/PHL-t;0;;
9700;0100-0200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9700;1630-1700;;CVA;Radio Vaticana;A;ME;;4;;
9700;1940-2000;;CVA;Radio Vaticana;Ros;ME;;4;;
9700;2140-2200;;CVA;Radio Vaticana;A;ME;;4;;
9700;1420-1520;;IRN;IRIB Voice of I.R.Iran;BE;SAs;s;0;;[1116]
9700;0915-0945;;J;NHK Radio Japan;K;FE;y;0;;
9700;1259-1650;;NZL;Radio New Zealand Int.;E;Oc;r;6;3010;0511
9700;1650-1758;Sa;NZL;Radio New Zealand Int.;E;Oc;r;6;3010;0511
9700;0400-0700;;TUR;Voice of Turkey;TU;CEu;e;0;;
9700;0100-0200;;USA;Radio Free Asia;UI;FE;/KWT;0;;
9705;1500-1600;;CHN;China Radio Int.;M;Eu;ka;0;;
9705;0305-0530;;CHN;PBS Xinjiang;KG;CHN;uc;1;;
9705;1005-1230;;CHN;PBS Xinjiang;KG;CHN;uc;1;;
9705;1330-1400;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;;
9705;2245-0045;;IND;All India Radio GOS;E;SEA;p;1;;
9710;2000-2009;;ALG;Radio Algerienne;F;WAf;/F;0;;
9710;2009-2051;;ALG;Radio Algerienne;A;WAf;/F;0;;
9710;2051-2055;;ALG;Radio Algerienne;F;WAf;/F;0;;
9710;2055-2200;;ALG;Radio Algerienne;A;WAf;/F;0;;
9710;1100-1805;;CHN;China National Radio 1;M;CHN;s;1;;
9710;2023-2330;;CHN;China National Radio 1;M;CHN;s;1;;
9710;0000-0100;;CHN;China Radio Int.;P;SAm;ka;0;;
9710;0100-0300;;CHN;China Radio Int.;S;SAm;ka;0;;
9710;0000-0100;;CUB;Radio Habana Cuba;S;Car;be;6;3010;0511
9710;0100-0200;;CUB;Radio Habana Cuba;S;Car;be;6;3010;0511
9710;0200-0400;;CUB;Radio Habana Cuba;S;Car;be;6;3010;0511
9710;1200-1400;;CUB;Radio Habana Cuba;S;ENA;b;2;;
9710;1400-1500;;CUB;Radio Habana Cuba;S;ENA;b;2;;
9710;2200-2400;;CUB;Radio Habana Cuba;S;Car;be;6;3010;0511
9710;2300-2400;;CUB;Radio Habana Cuba;S;Car;be;6;3010;0511
9715;0300-1000;;ARS;BSKSA Holy Quran;A;ME;;1;;
9715;1930-2027;;D;RMRC Radio;E;Eu;/CLN-t;6;0312;0312
9715;1800-1815;Fr;G;Bible Voice;E;ME;/AUT;0;;
9715;1800-1830;Th,Su;G;Bible Voice;E;ME;/AUT;0;;
9715;1815-1900;Sa;G;Bible Voice;E;ME;/AUT;6;0701;2603
9715;1830-1900;Su;G;Bible Voice;A;ME;/AUT;0;;
9715;1830-1900;Sa;G;Bible Voice;E;ME;/AUT;6;3010;0601
9715;1900-2000;SaSu;G;Bible Voice;E;ME;/AUT;0;;
9720;1200-1230;;CHN;China Radio Int.;TAG;PHL;x;0;;
9720;1500-1600;;CHN;China Radio Int.;E;ME;u;0;;
9720;2030-2100;;CHN;China Radio Int.;BU;SEE;u;0;;
9720;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;a;1;;
9720;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;a;1;;
9720;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;a;1;;
9720;1115-1130;;CLN;Sri Lanka BC;HI;SAs;t;1;;
9720;1130-1145;;CLN;Sri Lanka BC;MAL;SAs;t;1;;
9720;1145-1200;;CLN;Sri Lanka BC;HI;SAs;t;1;;
9720;1200-1215;;CLN;Sri Lanka BC;TAM;SAs;t;1;;
9720;2330-2400;;PHL;Radio Veritas Asia;BR;SEA;p;0;;
9720;2100-2200;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
9724.9;0000-2400;;B;RB2 R.Clube Paranaense;P;B;c2;1;;[1216]
9725;1200-1240;;TWN;Star-Star Bc.Station;M;CHN;;5;;[0716]
9725;1300-1330;;TWN;Star-Star Bc.Station;M;CHN;;5;;[0716]
9730;2155-0100;;CHN;China National Radio;M;CHN;b;0;;
9730;1200-1300;;CHN;China Radio Int.;E;SEA;k;0;;
9730;1300-1400;;CHN;China Radio Int.;E;SEA;b;0;;
9730;1400-1500;;CHN;China Radio Int.;M;SAs;ka;0;;
9730;1500-1600;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9730;1900-2000;;CHN;China Radio Int.;P;SEu;ka;0;;
9730;1300-1400;23Nov;KOR;KBS World Radio;R;CAs;k;6;2311;2311
9730;1300-1400;24Nov;KOR;KBS World Radio;R;CAs;k;6;2311;2411
9730;0330-0430;;KRE;Voice of Korea;K;FE;u;8;;
9730;0430-0530;;KRE;Voice of Korea;E;FE;u;1;;
9730;0530-0630;;KRE;Voice of Korea;M;FE;u;1;;
9730;0630-0730;;KRE;Voice of Korea;E;FE;u;1;;
9730;0130-0230;;MYA;Myanma Radio;BR;SEA;y;1;;[1116]
9730;0230-0330;;MYA;Myanma Radio;E;SEA;y;1;;[1116]
9730;0330-0700;;MYA;Myanma Radio;BR;SEA;y;1;;[1116]
9730;0700-0730;;MYA;Myanma Radio;E;SEA;y;1;;
9730;0710-0725;SaSu;MYA;Myanma Radio (NHK);E;SEA;y;1;;
9730;0730-1137;;MYA;Myanma Radio;BR;SEA;y;1;;[0916]
9730;1100-1400;;TWN;Sound of Hope;M;FE;;1;;
9730;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
9730;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
9730;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
9730;2030-2130;;TWN;Sound of Hope;M;FE;;1;;
9730;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
9730;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[0516]
9730;1600-1630;;VTN;Voice of Vietnam;E;Eu;s;1;;
9730;1630-1700;;VTN;Voice of Vietnam;R;Eu;s;1;;
9730;1700-1800;;VTN;Voice of Vietnam;VN;Eu;s;1;;
9730;1830-1900;;VTN;Voice of Vietnam;F;Eu;s;1;;
9730;1900-1930;;VTN;Voice of Vietnam;E;Eu;s;1;;
9730;1930-2000;;VTN;Voice of Vietnam;F;Eu;s;1;;
9730;2000-2030;;VTN;Voice of Vietnam;D;Eu;s;1;;
9730;2100-2130;;VTN;Voice of Vietnam;S;Eu;s;1;;
9730;2130-2200;;VTN;Voice of Vietnam;E;Eu;s;1;;
9735;1000-1100;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9735;1000-1030;;TWN;Radio Taiwan Int.;CA;INS;p;1;;
9735;1030-1100;;TWN;Radio Taiwan Int.;HK;INS;p;1;;
9735;1100-1200;;TWN;Radio Taiwan Int.;J;J;p;1;;
9735;1200-1230;;TWN;Radio Taiwan Int.;CA;INS;p;1;;
9735;1230-1300;;TWN;Radio Taiwan Int.;HK;INS;p;1;;
9735;1300-1400;;TWN;Radio Taiwan Int.;J;J;p;1;;
9735;1400-1500;;TWN;Radio Taiwan Int.;IN;INS;p;1;;
9735;2200-2300;;TWN;Radio Taiwan Int.;J;J;p;6;3010;3011
9735;2230-2330;;TWN;Radio Taiwan Int.;J;J;p;1;0112;
9740;0100-0200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9740;1900-2100;24Dec;D;NDR Gruß an Bord;D;EAf;n;8;2412;2412
9740;1000-1200;;G;BBC;E;SEA;/THA-n;0;;
9740;1000-1200;;G;BBC;E;SEA;/SNG;0;;
9740;1000-1200;;G;BBC;E;INS;/SNG;0;;
9740;1200-1400;;G;BBC;E;SEA;/SNG;0;;
9740;1200-1400;;G;BBC;E;INS;/SNG;0;;
9740;2200-2400;;G;BBC;E;INS;/SNG;0;;
9740;1600-1800;;KOR;KBS World Radio;K;ME;k;1;;
9740;1800-1900;;KOR;KBS World Radio;S;Eu;k;1;;
9740;0000-0200;irr;OMA;Radio Sultanate Oman;A;Eu;t;1;;
9740;2200-2400;;OMA;Radio Sultanate Oman;A;Eu;t;1;;
9740;0100-0200;;USA;Radio Free Asia;UI;FE;/LTU;0;;
9745;0500-0505;;BHR;Radio Bahrain;E;ME;;1;;[1016]
9745;0505-1500;;BHR;Radio Bahrain;A;ME;;1;;[1116]
9745;1500-1530;;BHR;Radio Bahrain;E;ME;;1;;[0916]
9745;1530-0500;;BHR;Radio Bahrain;A;ME;;1;;[0117]
9745;1930-2030;;CHN;China Radio Int.;EO;Eu;u;0;;
9750;0000-2400;Tests;B;R.Nac.Amazônia DIGITAL;P;B;b;1;;
9750;2150-1605;;CHN;PBS Nei Menggu;MO;CHN;hh;1;;[1116]
9750;0800-1700;;J;NHK Radio Japan;J;FE;y;0;;
9755;1000-1605;;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9755;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;as;5;;
9755;2055-0200;;CHN;CNR 2 China Business R.;M;CHN;as;4;;
9755;1940-2000;Su;CVA;Radio Vaticana;Ros;ME;;4;;
9755;2140-2200;;CVA;Radio Vaticana;A;ME;;4;;
9755;0420-0450;;IRN;IRIB Voice of I.R.Iran;HB;ME;s;0;;
9755;1730-1800;Mo-Fr;USA;Voice of America;OO;EAf;/THA-u;0;;
9755;1800-1900;;USA;Voice of America;AH;EAf;/CVA;0;;
9755;1900-1930;Mo-Fr;USA;Voice of America;TIG;EAf;/CVA;0;;
9760;1200-1300;;CHN;China Radio Int.;E;Oc;k;0;;
9760;1600-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9760;1100-1130;Fr;J;NHK Radio Japan DIGITAL;E;Eu;/G-w;1;;
9760;1130-1200;Fr;J;NHK Radio Japan DIGITAL;R;Eu;/G-w;1;;
9760;0900-1400;Mo-Fr;J;Radio Nikkei 2;J;FE;c;1;;
9760;2300-0900;;J;Radio Nikkei 2;J;FE;c;1;;[1116]
9760;1100-1130;Sa;KOR;KBS DIGITAL;E;Eu;/G-w;1;;
9760;1600-1700;;USA;Voice of America;TB;FE;/THA-u;0;;
9765;0000-0100;;CHN;China Radio Int.;KH;SEA;n;0;;
9765;1300-1400;;CHN;China Radio Int.;E;CAs;a;0;;
9765;1400-1500;;CHN;China Radio Int.;E;CAs;a;0;;
9765;2300-2400;;CHN;China Radio Int.;KH;SEA;n;0;;
9765;2100-2300;24Dec;D;NDR Gruß an Bord;D;EAf;n;6;0112;2412
9765;1700-1900;;J;NHK Radio Japan;J;ME;/D-n;0;;
9765;0759-1058;;NZL;Radio New Zealand Int.;E;Oc;r;0;;
9765;0100-0400;;USA;VoA Deewa Radio;PS;AFG;/THA-u;0;;
9765;1500-1530;;USA;Voice of America;HA;WAf;/STP;0;;
9765;1530-1600;Mo-Fr;USA;Voice of America;HA;WAf;/STP;0;;
9765;2030-2100;Mo-Sa;USA;Voice of America;HA;WAf;/G-w;0;;
9770;1900-2000;;CHN;China Radio Int.;CA;Eu;ka;0;;
9770;0500-0530;;J;NHK Radio Japan;E;SAf;/F;0;;
9770;1030-1130;;KOR;KBS World Radio;VN;SEA;k;1;;
9770;1130-1230;;KOR;KBS World Radio;M;SEA;k;1;;
9770;0600-0630;;ROU;Radio Romania Int.;F;WAf;t;0;;
9770;0630-0700;;ROU;Radio Romania DIGITAL;E;WEu;g;0;;
9770;0700-0730;;ROU;Radio Romania DIGITAL;D;WEu;t;0;;
9770;2000-2030;;USA;Adventist World Radio;DY;WAf;/AUT;0;;
9774;0400-0700;;TWN;Fu Hsing Bc.Sta.;M;FE;y;1;;
9774;0800-1000;;TWN;Fu Hsing Bc.Sta.;M;FE;y;1;;[0414]
9774;1100-1300;;TWN;Fu Hsing Bc.Sta.;M;FE;y;1;;[1116]
9774;2300-0100;;TWN;Fu Hsing Bc.Sta.;M;FE;y;1;;
9775;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9775;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9775;2055-0200;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9775;1400-1415;157;IND;FEBA India;KAN;SAs;/CLN-t;1;;
9775;1400-1415;Th;IND;FEBA India;MAL;SAs;/CLN-t;1;;
9775;1400-1415;Sa;IND;FEBA India;TAM;SAs;/CLN-t;1;;
9775;1400-1415;Tu-We;IND;FEBA India;TEL;SAs;/CLN-t;1;;
9775;1415-1430;Mo;IND;FEBA India;E;SAs;/CLN-t;1;;[1216]
9775;1415-1430;Tu;IND;FEBA India;KUV;SAs;/CLN-t;1;;
9775;1415-1430;356;IND;FEBA India;MAL;SAs;/CLN-t;1;;
9780;0600-0900;Th-Tu;CHN;PBS Qinghai;M;CHN;xg;1;;
9780;0900-1600;;CHN;PBS Qinghai;M;CHN;xg;1;;[0116]
9780;2150-0600;;CHN;PBS Qinghai;M;CHN;xg;1;;[0116]
9780;1900-1930;;USA;Afia Darfur Radio;A;EAf;/BOT;0;;
9785;0600-1100;;CHN;China National Radio 8;K;CHN;B;1;;
9785;1100-1500;;CHN;China National Radio 8;K;CHN;B;1;;
9785;1130-1230;;CHN;China Radio Int.;T;SEA;k;0;;
9785;1230-1330;;CHN;China Radio Int.;LAO;SEA;k;0;;
9785;1330-1430;;CHN;China Radio Int.;T;SEA;k;0;;
9785;1500-1600;;CHN;China Radio Int.;E;SAs;j;0;;
9785;1430-1500;;TUR;Voice of Turkey;KZ;CAs;e;0;;
9790;0300-0400;;CHN;China Radio Int.;E;WNA;/CUB;0;;
9790;0400-0500;;CHN;China Radio Int.;CA;WNA;/CUB;0;;
9790;1500-1600;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9790;1900-2100;24Dec;D;NDR Gruß an Bord;D;AUS;/AUT;6;0112;2412
9790;0400-0500;;F;Radio France Int.;F;EAf;;0;;
9790;0500-0600;;F;Radio France Int.;F;CAf;;0;;
9790;0600-0700;;F;Radio France Int.;F;WAf;;6;1202;2503
9790;0700-0800;;F;Radio France Int.;F;WAf;;0;;
9790;1900-2000;;F;Radio France Int.;F;WAf;;0;;
9790;2000-2100;;F;Radio France Int.;F;WAf;;0;;
9790;2100-2200;;F;Radio France Int.;F;WAf;;0;;
9790;1300-1400;;KOR;KBS World Radio;R;CAs;k;6;1612;1712
9790;1700-1800;;ROU;Radio Romania Int.;RO;ME;g;0;;
9790;1500-1600;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9795;1400-1500;;CHN;China Radio Int.;E;Eu;u;0;;
9795;1300-1400;;KOR;KBS World Radio;R;CAs;k;6;1412;1512
9795;0000-0015;;PHL;FEBC Manila;KHM;SEA;i;1;;
9795;1100-1200;;PHL;FEBC Manila;VN;SEA;i;1;;
9795;2300-2330;;PHL;FEBC Manila;MON;SEA;i;1;;
9795;2330-2400;;PHL;FEBC Manila;LAO;SEA;i;1;;
9800;2300-0100;;CHN;China Radio Int.;S;SAm;ka;0;;
9800;1500-1530;;CLA;Nippon no Kaze;K;KRE;/TWN-s;1;;
9800;1830-1900;;CME;LWF Sauti Linjilia;FU;WAf;/F;0;;
9800;0300-0400;;D;Deutsche Welle;SWA;EAf;/AFS;8;;
9800;1900-2100;24Dec;D;NDR Gruß an Bord;D;SAf;/F;6;0112;2412
9800;1700-1800;;F;Radio France Int.;R;EEu;;0;;
9800;0130-0230;;IND;All India Radio GOS;NE;NPL;p;1;;
9800;1300-1400;;KOR;KBS World Radio;R;CAs;k;6;2411;2511
9800;1600-1630;;ROU;Radio Romania Int.;R;EEu;t;0;;
9800;1700-1800;;TWN;Radio Taiwan Int.;R;EEu;/F;0;;
9800;1200-1230;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
9800;1200-1230;Su-Th;USA;Adventist World Radio;AM;FE;/GUM-a;0;;
9800;1230-1300;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
9800;1230-1300;Su-Th;USA;Adventist World Radio;CA;FE;/GUM-a;0;;
9800;2000-2200;;USA;Brother Stair;E;Eu;/BUL-s;6;3010;1511
9800;1300-1500;;USA;Voice of America;K;FE;/PHL-t;0;;
9800;1900-2100;;USA;Voice of America;K;FE;/MRA-t;0;;
9805;0600-0630;;F;Radio France Int.;HA;CAf;;0;;
9805;0900-1100;;KOR;KBS World Radio;J;FE;k;5;;
9805;1300-1400;;KOR;KBS World Radio;R;CAs;k;6;1212;1312
9805;1300-1400;;KOR;KBS World Radio;R;CAs;k;1;2612;
9805;1600-1700;;KOR;KBS World Radio;IN;INS;k;1;;
9805;2200-2300;;KOR;KBS World Radio;IN;INS;k;1;;
9805;2300-2400;;KOR;KBS World Radio;M;INS;k;1;;
9810;1900-1909;;ALG;Radio Algerienne;F;CAf;/F;0;;
9810;1909-1951;;ALG;Radio Algerienne;A;CAf;/F;0;;
9810;1951-1955;;ALG;Radio Algerienne;F;CAf;/F;0;;
9810;1955-2100;;ALG;Radio Algerienne;A;CAf;/F;0;;
9810;1300-1805;;CHN;China National Radio 1;M;CHN;n;1;;
9810;2023-2300;;CHN;China National Radio 1;M;CHN;n;1;;
9810;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9810;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9810;0855-1230;;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9810;1800-1900;;F;Radio France Int.;F;WAf;;6;3010;1102
9810;1400-1500;;G;BBC;DR;AFG;/SNG;0;;
9810;1500-1600;;G;BBC;PS;AFG;/UAE;0;;
9810;1600-1700;;G;BBC;DR;AFG;/SNG;6;3010;0112
9810;1600-1700;;G;BBC;DR;AFG;/UAE;6;0212;2603
9810;1700-1730;;G;BBC;DR;AFG;/THA-n;6;3010;3112
9810;1700-1730;;G;BBC;DR;AFG;/SNG;6;0101;2603
9810;1730-1800;;G;BBC;PS;AFG;/THA-n;6;3010;3112
9810;1730-1800;;G;BBC;PS;AFG;/SNG;6;0101;2603
9810;1115-1215;;IND;All India Radio GOS;TAM;SEA;p;1;;
9810;1215-1245;;IND;All India Radio GOS;TEL;SEA;p;1;;
9810;1520-1620;;IRN;IRIB Voice of I.R.Iran;UR;SAs;s;6;3010;2111
9810;0000-0030;;USA;Adventist World Radio;BR;SEA;/CLN-t;0;;
9810;0030-0100;;USA;Adventist World Radio;KA;SEA;/CLN-t;0;;
9815;0600-0700;;ALG;Radio Algerienne;A;CAf;b;8;;
9819.2;0700-2400;;B;Rádio 9 de Julho;P;SAm;sj;3;;[1216]
9819.2;0000-0700;;B;Rádio Aparecida;P;SAm;sj;3;;[1216]
9820;0000-0100;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;0100-0200;;CHN;Beibu Bay Radio;T;FE;n;1;;
