kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
1070;0000-2400;;USA;KNX Los Angeles;;USA;;1;;
1080;0000-2400;;USA;KRLD Dallas;;USA;;1;;
1080;0000-2400;;USA;WTIC Hartford;;USA;;1;;
1090;0000-2400;;USA;KAAY Little Rock;;USA;;1;;
1090;0000-2400;;USA;WBAL Baltimore;;USA;;1;;
1090;0000-2400;;MX;XEPRS Rancho del Mar;;MX;;1;;
1100;0000-2400;;USA;WTAM Cleveland;;USA;;1;;
1110;0000-2400;;USA;KFAB Omaha;;USA;;1;;
1110;0000-2400;;USA;WBT Charlotte;;USA;;1;;
1120;0000-2400;;USA;KMOX St.Louis;;USA;;1;;
1130;0000-2400;;USA;KWKH Shreveport;;USA;;1;;
1130;0000-2400;;USA;WBBR New York;;USA;;1;;
1130;0000-2400;;USA;WISN Milwaukee;;USA;;1;;
1130;0000-2400;;CA;CKWX Vancouver;;CA;;1;;
1140;0000-2400;;USA;KHTK Sacramento;;USA;;1;;
1140;0000-2400;;USA;WRVA Richmond CC;;USA;;1;;
1140;0000-2400;;MX;XEMR Monterrey;;MX;;1;;
1150;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1160;0000-2400;;USA;KSL Salt Lake City;;USA;;1;;
1160;0000-2400;;USA;WYLL Chicago;;USA;;1;;
1170;0000-2400;;USA;KFAQ Tulsa;;USA;;1;;
1170;0000-2400;;USA;WWVA Wheeling;;USA;;1;;
1180;0000-2400;;USA;WHAM Rochester;;USA;;1;;
1190;0000-2400;;USA;KEX Portland;;USA;;1;;
1190;0000-2400;;MX;XEWK Guadalajara;;MX;;1;;
1200;0000-2400;;USA;WOAI San Antonio;;USA;;1;;
1200;0000-2400;;USA;WRTO Chicago;;USA;;1;;
1210;0000-2400;;USA;WPHT Philadelphia;;USA;;1;;
1220;0000-2400;;MX;XEB  Mexico City;;MX;;1;;
1230;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1240;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1250;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1260;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1270;0000-2400;;USA;KFLC Fort Worth;;USA;;1;;
1280;0000-2400;;USA;WADO New York;;USA;;1;;
1290;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1300;0000-2400;;USA;WNQM Nashville;;USA;;1;;
1310;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1320;0000-2400;;USA;WJNJ Jacksonville;;USA;;1;;
1330;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1340;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1350;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1360;0000-2400;;USA;KMNY Hurst;;USA;;1;;
1370;0000-2400;;USA;WQLL Pikesville;;USA;;1;;
1380;0000-2400;;USA;KRKO Everett;;USA;;1;;
1390;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1400;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1410;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1420;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1430;0000-2400;;USA;KZQZ St.Louis;;USA;;1;;
1440;0000-2400;;USA;KTNO University Park;;USA;;1;;
1450;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1460;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1470;0000-2400;;USA;WWNN Pompano;;USA;;1;;
1480;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1490;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1500;0000-2400;;USA;KSTP Saint Paul;;USA;;1;;
1500;0000-2400;;USA;WFED WashingtonDC;;USA;;1;;
1510;0000-2400;;USA;WLAC Nashville;;USA;;1;;
1520;0000-2400;;USA;KOKC Oklahoma City;;USA;;1;;
1530;0000-2400;;USA;KFBK Sacramento;;USA;;1;;
1530;0000-2400;;USA;WCKY Cincinnati;;USA;;1;;
1540;0000-2400;;USA;KXEL Waterloo;;USA;;1;;
1540;0000-2400;;BHS;ZNS-1 Nassau;;BHS;;1;;
1550;0000-2400;;CA;CBEF Windsor;;CA;;1;;
1560;0000-2400;;USA;WFME New York;;USA;;1;;
1560;0000-2400;;USA;KNZR Bakersfield;;USA;;1;;
1570;0000-2400;;MX;XERF Ciudad Acuña;;MX;;1;;
1580;0000-2400;;CA;CKDO Oshawa;;CA;;1;;
1590;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1600;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1610;0000-2400;;USA;NA AM TIS Bcast;;USA;;1;;
1620;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1630;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1640;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1650;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1660;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1670;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1680;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1690;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1700;0000-2400;;USA;NA AM Bcast;;USA;;1;;
1710;0000-2400;;USA;NA AM Bcast;;USA;;1;;
2182;0000-2400;;DSC;Martime Distress;;DSC;;1;;
2187.5;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
2944;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
2992;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
2998;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
3007;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
3016;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
3455;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
3497;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
3589;0000-2400;;Wld;ALE400;;Wld;1;;
3596;0000-2400;;Wld;ALE-World;;Wld;;1;;
3791;0000-2400;;Wld;ALE-World;;Wld;;1;;
3900;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
3996;0000-2400;;Wld;ALE-World;;Wld;;1;;
4065;0000-2400;;Wld;Maritime ch401 shipTX;;Wld;;1;;
4068;0000-2400;;Wld;Maritime ch402 shipTX;;Wld;;1;;
4071;0000-2400;;Wld;Maritime ch403 shipTX;;Wld;;1;;
4074;0000-2400;;Wld;Maritime ch404 shipTX;;Wld;;1;;
4077;0000-2400;;Wld;Maritime ch405 shipTX;;Wld;;1;;
4080;0000-2400;;Wld;Maritime ch406 shipTX;;Wld;;1;;
4083;0000-2400;;Wld;Maritime ch407 shipTX;;Wld;;1;;
4086;0000-2400;;Wld;Maritime ch408 shipTX;;Wld;;1;;
4089;0000-2400;;Wld;Maritime ch409 shipTX;;Wld;;1;;
4092;0000-2400;;Wld;Maritime ch410 shipTX;;Wld;;1;;
4095;0000-2400;;Wld;Maritime ch411 shipTX;;Wld;;1;;
4098;0000-2400;;Wld;Maritime ch412 shipTX;;Wld;;1;;
4101;0000-2400;;Wld;Maritime ch413 shipTX;;Wld;;1;;
4104;0000-2400;;Wld;Maritime ch414 shipTX;;Wld;;1;;
4107;0000-2400;;Wld;Maritime ch415 shipTX;;Wld;;1;;
4110;0000-2400;;Wld;Maritime ch416 shipTX;;Wld;;1;;
4113;0000-2400;;Wld;Maritime ch417 shipTX;;Wld;;1;;
4116;0000-2400;;Wld;Maritime ch418 shipTX;;Wld;;1;;
4119;0000-2400;;Wld;Maritime ch419 shipTX;;Wld;;1;;
4122;0000-2400;;Wld;Maritime ch420 shipTX;;Wld;;1;;
4125;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
4128;0000-2400;;Wld;Maritime ch422 shipTX;;Wld;;1;;
4131;0000-2400;;Wld;Maritime ch423 shipTX;;Wld;;1;;
4134;0000-2400;;Wld;Maritime ch424 shipTX;;Wld;;1;;
4137;0000-2400;;Wld;Maritime ch425 shipTX;;Wld;;1;;
4140;0000-2400;;Wld;Maritime ch426 shipTX;;Wld;;1;;
4143;0000-2400;;Wld;Maritime ch427 shipTX;;Wld;;1;;
4146;0000-2400;;Wld;Maritime ch A simplex;;Wld;;1;;
4149;0000-2400;;Wld;Maritime ch B simplex;;Wld;;1;;
4207.5;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
4209.5;0000-2400;;Wld;NAVTEX;;Wld;;1;;
4357;0000-2400;;Wld;Maritime ch401 shipRX;;Wld;;1;;
4360;0000-2400;;Wld;Maritime ch402 shipRX;;Wld;;1;;
4363;0000-2400;;Wld;Maritime ch403 shipRX;;Wld;;1;;
4366;0000-2400;;Wld;Maritime ch404 shipRX;;Wld;;1;;
4369;0000-2400;;Wld;Maritime ch405 shipRX;;Wld;;1;;
4372;0000-2400;;Wld;Maritime ch406 shipRX;;Wld;;1;;
4375;0000-2400;;Wld;Maritime ch407 shipRX;;Wld;;1;;
4378;0000-2400;;Wld;Maritime ch408 shipRX;;Wld;;1;;
4381;0000-2400;;Wld;Maritime ch409 shipRX;;Wld;;1;;
4384;0000-2400;;Wld;Maritime ch410 shipRX;;Wld;;1;;
4387;0000-2400;;Wld;Maritime ch411 shipRX;;Wld;;1;;
4390;0000-2400;;Wld;Maritime ch412 shipRX;;Wld;;1;;
4393;0000-2400;;Wld;Maritime ch413 shipRX;;Wld;;1;;
4396;0000-2400;;Wld;Maritime ch414 shipRX;;Wld;;1;;
4399;0000-2400;;Wld;Maritime ch415 shipRX;;Wld;;1;;
4402;0000-2400;;Wld;Maritime ch416 shipRX;;Wld;;1;;
4405;0000-2400;;Wld;Maritime ch417 shipRX;;Wld;;1;;
4408;0000-2400;;Wld;Maritime ch418 shipRX;;Wld;;1;;
4411;0000-2400;;Wld;Maritime ch419 shipRX;;Wld;;1;;
4414;0000-2400;;Wld;Maritime ch420 shipRX;;Wld;;1;;
4420;0000-2400;;Wld;Maritime ch422 shipRX;;Wld;;1;;
4423;0000-2400;;Wld;Maritime ch423 shipRX;;Wld;;1;;
4426;0000-2400;;Wld;Maritime ch424 shipRX;;Wld;;1;;
4429;0000-2400;;Wld;Maritime ch425 shipRX;;Wld;;1;;
4432;0000-2400;;Wld;Maritime ch426 shipRX;;Wld;;1;;
4435;0000-2400;;Wld;Maritime ch427 shipRX;;Wld;;1;;
4654;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
4660;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
4681;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
4687;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
5095;0000-2400;;CAN;Stanag 75l CAN;;CAN;;1;;
5200;0000-2400;;USA;DRM-USCG;;USA;;1;;
5330.5;0000-2400;;USA;60mCh1-USA;;USA;;1;;
5346.5;0000-2400;;USA;60mCh2-USA;;USA;;1;;
5357.0;0000-2400;;USA;60mCh3-USA;;USA;;1;;
5371.5;0000-2400;;USA;60mCh4-USA;;Wld;;1;;
5403.5;0000-2400;;USA;60mCh5-USA;;Wld;;1;;
5451;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
5508;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
5514;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
5529;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
5529;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
5538;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
5544;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
5544;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
5547;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
5583;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
5589;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
5622;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
5652;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
5655;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
5720;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
6200;0000-2400;;Wld;Maritime ch601 shipTX;;Wld;;1;;
6203;0000-2400;;Wld;Maritime ch602 shipTX;;Wld;;1;;
6206;0000-2400;;Wld;Maritime ch603 shipTX;;Wld;;1;;
6209;0000-2400;;Wld;Maritime ch604 shipTX;;Wld;;1;;
6212;0000-2400;;Wld;Maritime ch605 shipTX;;Wld;;1;;
6215;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
6218;0000-2400;;Wld;Maritime ch607 shipTX;;Wld;;1;;
6221;0000-2400;;Wld;Maritime ch608 shipTX;;Wld;;1;;
6224;0000-2400;;Wld;Maritime ch A simplex;;Wld;;1;;
6227;0000-2400;;Wld;Maritime ch B simplex;;Wld;;1;;
6230;0000-2400;;Wld;Maritime ch C simplex;;Wld;;1;;
6312;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
6314;0000-2400;;Wld;NAVTEX;;Wld;;1;;
6501;0000-2400;;Wld;Maritime ch601 shipRX;;Wld;;1;;
6504;0000-2400;;Wld;Maritime ch602 shipRX;;Wld;;1;;
6507;0000-2400;;Wld;Maritime ch603 shipRX;;Wld;;1;;
6510;0000-2400;;Wld;Maritime ch604 shipRX;;Wld;;1;;
6513;0000-2400;;Wld;Maritime ch605 shipRX;;Wld;;1;;
6519;0000-2400;;Wld;Maritime ch607 shipRX;;Wld;;1;;
6522;0000-2400;;Wld;Maritime ch608 shipRX;;Wld;;1;;
6529;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
6532;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
6535;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
6535;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
6348;0000-2400;;Wld;NAVTEX;;Wld;;1;;
6559;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
6565;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
6589;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
6596;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
6628;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
6646;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
6652;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
6661;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
6712;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
6754;0000-2400;;CFB;Trenton Mil Volmet;;CFB;;1;;
6981;0000-2400;;USA;ALE-USA;;USA;1;;
7037.5;0000-2400;;Wld;ALE400;;Wld;1;;
7099.5;0000-2400;;Wld;ALE400;;Wld;1;;
7102;0000-2400;;Wld;ALE-World;;Wld;;1;;
7185.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
7296;0000-2400;;Wld;ALE-World;;Wld;;1;;
7453.5;0000-2400;;CAR;CDEMA USB Caribbean Disaster;;CAR;;1;;
7454;0000-2400;;Wld;RTTY-??800hz;;Wld;;1;;
7850;0000-2400;;CAR;CDEMA USB Caribbean Disaster;;CAR;;1;;
8104;0000-2400;;CAR;Caribbean Yacht Net;;CAR;;1;;
8122;0000-2400;;Med;Mediterranean Yacht Net;;Med;;1;;
8195;0000-2400;;Wld;Maritime ch801 shipTX;;Wld;;1;;
8198;0000-2400;;Wld;Maritime ch802 shipTX;;Wld;;1;;
8201;0000-2400;;Wld;Maritime ch803 shipTX;;Wld;;1;;
8204;0000-2400;;Wld;Maritime ch804 shipTX;;Wld;;1;;
8207;0000-2400;;Wld;Maritime ch805 shipTX;;Wld;;1;;
8210;0000-2400;;Wld;Maritime ch806 shipTX;;Wld;;1;;
8213;0000-2400;;Wld;Maritime ch807 shipTX;;Wld;;1;;
8216;0000-2400;;Wld;Maritime ch808 shipTX;;Wld;;1;;
8219;0000-2400;;Wld;Maritime ch809 shipTX;;Wld;;1;;
8222;0000-2400;;Wld;Maritime ch810 shipTX;;Wld;;1;;
8225;0000-2400;;Wld;Maritime ch811 shipTX;;Wld;;1;;
8228;0000-2400;;Wld;Maritime ch812 shipTX;;Wld;;1;;
8231;0000-2400;;Wld;Maritime ch813 shipTX;;Wld;;1;;
8234;0000-2400;;Wld;Maritime ch814 shipTX;;Wld;;1;;
8237;0000-2400;;Wld;Maritime ch815 shipTX;;Wld;;1;;
8240;0000-2400;;Wld;Maritime ch816 shipTX;;Wld;;1;;
8243;0000-2400;;Wld;Maritime ch817 shipTX;;Wld;;1;;
8246;0000-2400;;Wld;Maritime ch818 shipTX;;Wld;;1;;
8249;0000-2400;;Wld;Maritime ch819 shipTX;;Wld;;1;;
8252;0000-2400;;Wld;Maritime ch820 shipTX;;Wld;;1;;
8255;0000-2400;;Wld;Maritime ch821 shipTX;;Wld;;1;;
8258;0000-2400;;Wld;Maritime ch822 shipTX;;Wld;;1;;
8261;0000-2400;;Wld;Maritime ch823 shipTX;;Wld;;1;;
8264;0000-2400;;Wld;Maritime ch824 shipTX;;Wld;;1;;
8267;0000-2400;;Wld;Maritime ch825 shipTX;;Wld;;1;;
8270;0000-2400;;Wld;Maritime ch826 shipTX;;Wld;;1;;
8273;0000-2400;;Wld;Maritime ch827 shipTX;;Wld;;1;;
8276;0000-2400;;Wld;Maritime ch828 shipTX;;Wld;;1;;
8279;0000-2400;;Wld;Maritime ch829 shipTX;;Wld;;1;;
8282;0000-2400;;Wld;Maritime ch830 shipTX;;Wld;;1;;
8285;0000-2400;;Wld;Maritime ch831 shipTX;;Wld;;1;;
8288;0000-2400;;Wld;Maritime ch832 shipTX;;Wld;;1;;
8291;0000-2400;;DSC;Maritime Distress;;DSC;;1;;
8294;0000-2400;;Wld;Maritime ch A simplex;;Wld;;1;;
8297;0000-2400;;Wld;Maritime ch B simplex;;Wld;;1;;
8414.5;0000-2400;;DSC;DSC-World Wide;;DSC;;1;;
8416.5;0000-2400;;Wld;NAVTEX;;Wld;;1;;
8580;0000-2400;;Wld;NAVTEX;;Wld;;1;;
8719;0000-2400;;Wld;Maritime ch801 shipRX;;Wld;;1;;
8722;0000-2400;;Wld;Maritime ch802 shipRX;;Wld;;1;;
8725;0000-2400;;Wld;Maritime ch803 shipRX;;Wld;;1;;
8728;0000-2400;;Wld;Maritime ch804 shipRX;;Wld;;1;;
8731;0000-2400;;Wld;Maritime ch805 shipRX;;Wld;;1;;
8734;0000-2400;;Wld;Maritime ch806 shipRX;;Wld;;1;;
8737;0000-2400;;Wld;Maritime ch807 shipRX;;Wld;;1;;
8740;0000-2400;;Wld;Maritime ch808 shipRX;;Wld;;1;;
8743;0000-2400;;Wld;Maritime ch809 shipRX;;Wld;;1;;
8746;0000-2400;;Wld;Maritime ch810 shipRX;;Wld;;1;;
8749;0000-2400;;Wld;Maritime ch811 shipRX;;Wld;;1;;
8752;0000-2400;;Wld;Maritime ch812 shipRX;;Wld;;1;;
8755;0000-2400;;Wld;Maritime ch813 shipRX;;Wld;;1;;
8758;0000-2400;;Wld;Maritime ch814 shipRX;;Wld;;1;;
8761;0000-2400;;Wld;Maritime ch815 shipRX;;Wld;;1;;
8764;0000-2400;;Wld;Maritime ch816 shipRX;;Wld;;1;;
8767;0000-2400;;Wld;Maritime ch817 shipRX;;Wld;;1;;
8770;0000-2400;;Wld;Maritime ch818 shipRX;;Wld;;1;;
8773;0000-2400;;Wld;Maritime ch819 shipRX;;Wld;;1;;
8776;0000-2400;;Wld;Maritime ch820 shipRX;;Wld;;1;;
8779;0000-2400;;Wld;Maritime ch821 shipRX;;Wld;;1;;
8782;0000-2400;;Wld;Maritime ch822 shipRX;;Wld;;1;;
8785;0000-2400;;Wld;Maritime ch823 shipRX;;Wld;;1;;
8788;0000-2400;;Wld;Maritime ch824 shipRX;;Wld;;1;;
8791;0000-2400;;Wld;Maritime ch825 shipRX;;Wld;;1;;
8794;0000-2400;;Wld;Maritime ch826 shipRX;;Wld;;1;;
8797;0000-2400;;Wld;Maritime ch827 shipRX;;Wld;;1;;
8800;0000-2400;;Wld;Maritime ch828 shipRX;;Wld;;1;;
8803;0000-2400;;Wld;Maritime ch829 shipRX;;Wld;;1;;
8806;0000-2400;;Wld;Maritime ch830 shipRX;;Wld;;1;;
8809;0000-2400;;Wld;Maritime ch831 shipRX;;Wld;;1;;
8812;0000-2400;;Wld;Maritime ch832 shipRX;;Wld;;1;;
8825;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
8834;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
8843;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
8885;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
8886;0000-2400;;RUS;HFDL-Krasnoyarsk;;RUS;;1;;
8894;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
8912;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
8912;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
8921;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
8927;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
8927;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
8927;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
8936;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
8936;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
8942;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
8948;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
8957;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
8977;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
10027;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
10027;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
10063;0000-2400;;PNR;HFDL-Albrook;;PNR;;1;;
10066;0000-2400;;THA;HFDL-Hat Yai;;THA;;1;;
10075;0000-2400;;BHR;HFDL-Muharraq;;BHR;;1;;
10081;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
10081;0000-2400;;IRL;HFDL-Shannon;;IRL;;1;;
10084;0000-2400;;USA;HFDL-Riverhead;;NY;;1;;
10087;0000-2400;;RUS;HFDL-Krasnoyarsk;;RU
10141.5;0000-2400;;Wld;ALE400;;Wld;1;;
10145.5;0000-2400;;Wld;ALE-World;;Wld;;1;;
11175;0000-2400;;USA;USSC;;USA;;1;;
11184;0000-2400;;ISL;HFDL-Reykjavik;;ISL;;1;;
11306;0000-2400;;GUM;HFDL-Agana;;GUM;;1;;
11318;0000-2400;;BOL;HFDL-Santa Cruz;;BOL;;1;;
11321;0000-2400;;AFS;HFDL-Johannesburg;;AFS;;1;;
11312;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
11327;0000-2400;;USA;HFDL-San Francisco;;CA;;1;;
11348;0000-2400;;USA;HFDL-Molokai;;HWA;;1;;
11348;0000-2400;;CNR;HFDL-Telde Canarias;;CNR;;1;;
11354;0000-2400;;USA;HFDL-Barrow;;AK;;1;;
